design_id,competition_id,polarity,statement_index,tag,statement
AAAA6,AAAA,negative,11,operation,The close integration of hall and shell uses causes more disadvantages than advantages.
AAAA6,AAAA,negative,11,functionality,The close integration of hall and shell uses causes more disadvantages than advantages.
B1,B,positive,1,massing,"The compact, elegant-looking building has a pleasant slenderness and generates plenty of open space."
B1,B,positive,1,proportion,"The compact, elegant-looking building has a pleasant slenderness and generates plenty of open space."
B1,B,positive,1,open space,"The compact, elegant-looking building has a pleasant slenderness and generates plenty of open space."
B1,B,positive,2,identity,"The publicly usable orchard creates a recognizable, identity-creating prelude."
B1,B,positive,2,urban integration,"The publicly usable orchard creates a recognizable, identity-creating prelude."
B1,B,positive,2,landscape,"The publicly usable orchard creates a recognizable, identity-creating prelude."
B1,B,positive,3,massing,The roof terrace is an unmistakable and indispensable element of the slender building structure.
B1,B,positive,3,expression,The roof terrace is an unmistakable and indispensable element of the slender building structure.
B1,B,positive,3,open space,The roof terrace is an unmistakable and indispensable element of the slender building structure.
B1,B,positive,4,layout,"The building organization impresses with a natural-looking, cleverly developed pragmatism."
B1,B,positive,4,functionality,"The building organization impresses with a natural-looking, cleverly developed pragmatism."
B1,B,positive,4,operation,"The building organization impresses with a natural-looking, cleverly developed pragmatism."
B1,B,positive,5,layout,All uses are directly accessible and can be separated and used individually.
B1,B,positive,5,operation,All uses are directly accessible and can be separated and used individually.
B1,B,positive,5,flexibility,All uses are directly accessible and can be separated and used individually.
B1,B,positive,6,layout,The cluster organization fits naturally into the narrow structure.
B1,B,positive,6,functionality,The cluster organization fits naturally into the narrow structure.
B1,B,positive,6,massing,The cluster organization fits naturally into the narrow structure.
B1,B,positive,7,daylight,"High rooms, generous glazing and shallow depth allow well-lit rooms with a high quality of stay."
B1,B,positive,7,proportion,"High rooms, generous glazing and shallow depth allow well-lit rooms with a high quality of stay."
B1,B,positive,7,functionality,"High rooms, generous glazing and shallow depth allow well-lit rooms with a high quality of stay."
B1,B,positive,8,massing,The compact cube and simple building services result in an energy-efficient building.
B1,B,positive,8,sustainability,The compact cube and simple building services result in an energy-efficient building.
B1,B,positive,8,cost,The compact cube and simple building services result in an energy-efficient building.
B1,B,positive,9,structure,The modular structure offers great flexibility if usage requirements change.
B1,B,positive,9,flexibility,The modular structure offers great flexibility if usage requirements change.
B1,B,positive,10,open space,The simple form creates outdoor spaces of outstanding quality and integrates firmly into the new urban fabric.
B1,B,positive,10,urban integration,The simple form creates outdoor spaces of outstanding quality and integrates firmly into the new urban fabric.
B1,B,positive,10,landscape,The simple form creates outdoor spaces of outstanding quality and integrates firmly into the new urban fabric.
B1,B,negative,1,facade,The external expression should differentiate itself more strongly from the surrounding buildings.
B1,B,negative,1,expression,The external expression should differentiate itself more strongly from the surrounding buildings.
B1,B,negative,1,identity,The external expression should differentiate itself more strongly from the surrounding buildings.
B1,B,negative,2,urban integration,The east staircase cylinder is above the building line and is therefore not possible.
B1,B,negative,2,operation,The east staircase cylinder is above the building line and is therefore not possible.
B1,B,negative,2,massing,The east staircase cylinder is above the building line and is therefore not possible.
B1,B,negative,3,circulation,The sequence of entrances and garlands is ambivalent.
B1,B,negative,3,expression,The sequence of entrances and garlands is ambivalent.
B2,B,positive,1,urban integration,The two cleverly placed volumes create a generously proportioned connecting space and a neighborhood foyer.
B2,B,positive,1,open space,The two cleverly placed volumes create a generously proportioned connecting space and a neighborhood foyer.
B2,B,positive,1,massing,The two cleverly placed volumes create a generously proportioned connecting space and a neighborhood foyer.
B2,B,positive,2,urban integration,The urban design is convincingly successful and creates the necessary address.
B2,B,positive,2,identity,The urban design is convincingly successful and creates the necessary address.
B2,B,positive,3,open space,The open arrangement creates an important and usable outdoor space for the entire neighborhood.
B2,B,positive,3,landscape,The open arrangement creates an important and usable outdoor space for the entire neighborhood.
B2,B,positive,3,urban integration,The open arrangement creates an important and usable outdoor space for the entire neighborhood.
B2,B,positive,4,expression,The architectural language is precisely chosen and references the site's industrial history through its structural language.
B2,B,positive,4,facade,The architectural language is precisely chosen and references the site's industrial history through its structural language.
B2,B,positive,4,identity,The architectural language is precisely chosen and references the site's industrial history through its structural language.
B2,B,positive,5,facade,The visible structural elements create a convincing design whole.
B2,B,positive,5,expression,The visible structural elements create a convincing design whole.
B2,B,positive,5,structure,The visible structural elements create a convincing design whole.
B2,B,positive,6,urban integration,The project impresses with its coherent urban planning and interesting stacking of outdoor spaces.
B2,B,positive,6,layout,The project impresses with its coherent urban planning and interesting stacking of outdoor spaces.
B2,B,positive,6,open space,The project impresses with its coherent urban planning and interesting stacking of outdoor spaces.
B2,B,positive,7,layout,The efficient organization is convincing on an economic level.
B2,B,positive,7,functionality,The efficient organization is convincing on an economic level.
B2,B,positive,7,cost,The efficient organization is convincing on an economic level.
B2,B,negative,1,daylight,The attractive outdoor space is not optimally lit.
B2,B,negative,1,open space,The attractive outdoor space is not optimally lit.
B2,B,negative,2,circulation,The arrangement of the stairwells on the façades appears somewhat cramped and sometimes intersects the outdoor access areas.
B2,B,negative,2,facade,The arrangement of the stairwells on the façades appears somewhat cramped and sometimes intersects the outdoor access areas.
B2,B,negative,2,accessibility,The arrangement of the stairwells on the façades appears somewhat cramped and sometimes intersects the outdoor access areas.
